,indRap,PC,RC,Com
5294,352,P20,R2,Commentaire Aléatoire1_îàèù
5295,353,P01,R4,Commentaire Aléatoire0_Très
5296,353,P02,R0,Commentaire Aléatoire0_Très
5297,353,P03,R4,Commentaire Aléatoire0_Très
5298,353,P04,R5,Commentaire Aléatoire1_îàèù
5299,353,P05,R2,Commentaire Aléatoire1_îàèù
5300,353,P06,R1,Commentaire Aléatoire4_Qûàtré
5301,353,P07,R7,Commentaire Aléatoire2_Trop Û
5302,353,P08,R5,Commentaire Aléatoire3_Trois_Ècî
5303,353,P09,R2,Commentaire Aléatoire3_Trois_Ècî
5304,353,P10,R2,Commentaire Aléatoire2_Trop Û
5305,353,P11,R2,Commentaire Aléatoire0_Très
5306,353,P12,R1,Commentaire Aléatoire2_Trop Û
5307,353,P13,R2,Commentaire Aléatoire0_Très
5308,353,P14,R2,Commentaire Aléatoire1_îàèù
5309,353,P20,R2,Commentaire Aléatoire1_îàèù
5310,354,P01,R4,Commentaire Aléatoire1_îàèù
5311,354,P02,R9,Commentaire Aléatoire1_îàèù
5312,354,P03,R4,Commentaire Aléatoire0_Très
5313,354,P04,R5,Commentaire Aléatoire3_Trois_Ècî
5314,354,P05,R2,Commentaire Aléatoire1_îàèù
5315,354,P06,R2,Commentaire Aléatoire3_Trois_Ècî
5316,354,P07,R1,Commentaire Aléatoire2_Trop Û
5317,354,P08,R5,Commentaire Aléatoire2_Trop Û
5318,354,P09,R2,Commentaire Aléatoire1_îàèù
5319,354,P10,R2,Commentaire Aléatoire2_Trop Û
5320,354,P11,R2,Commentaire Aléatoire0_Très
5321,354,P12,R3,Commentaire Aléatoire1_îàèù
5322,354,P13,R2,Commentaire Aléatoire4_Qûàtré
5323,354,P14,R2,Commentaire Aléatoire4_Qûàtré
5324,354,P20,R2,Commentaire Aléatoire2_Trop Û
5325,355,P01,R4,Commentaire Aléatoire2_Trop Û
5326,355,P02,R9,Commentaire Aléatoire4_Qûàtré
5327,355,P03,R4,Commentaire Aléatoire2_Trop Û
5328,355,P04,R5,Commentaire Aléatoire1_îàèù
5329,355,P05,R2,Commentaire Aléatoire1_îàèù
5330,355,P06,R2,Commentaire Aléatoire2_Trop Û
5331,355,P07,R7,Commentaire Aléatoire3_Trois_Ècî
5332,355,P08,R5,Commentaire Aléatoire4_Qûàtré
5333,355,P09,R2,Commentaire Aléatoire1_îàèù
5334,355,P10,R0,Commentaire Aléatoire1_îàèù
5335,355,P11,R2,Commentaire Aléatoire0_Très
5336,355,P12,R1,Commentaire Aléatoire2_Trop Û
5337,355,P13,R2,Commentaire Aléatoire0_Très
5338,355,P14,R2,Commentaire Aléatoire0_Très
5339,355,P20,R1,Commentaire Aléatoire4_Qûàtré
5340,356,P01,R4,Commentaire Aléatoire2_Trop Û
5341,356,P02,R9,Commentaire Aléatoire4_Qûàtré
5342,356,P03,R3,Commentaire Aléatoire1_îàèù
5343,356,P04,R1,Commentaire Aléatoire2_Trop Û
5344,356,P05,R1,Commentaire Aléatoire2_Trop Û
5345,356,P06,R2,Commentaire Aléatoire1_îàèù
5346,356,P07,R3,Commentaire Aléatoire0_Très
5347,356,P08,R5,Commentaire Aléatoire3_Trois_Ècî
5348,356,P09,R2,Commentaire Aléatoire1_îàèù
5349,356,P10,R2,Commentaire Aléatoire4_Qûàtré
5350,356,P11,R0,Commentaire Aléatoire0_Très
5351,356,P12,R3,Commentaire Aléatoire0_Très
5352,356,P13,R2,Commentaire Aléatoire4_Qûàtré
5353,356,P14,R0,Commentaire Aléatoire2_Trop Û
5354,356,P20,R1,Commentaire Aléatoire3_Trois_Ècî
5355,357,P01,R4,Commentaire Aléatoire1_îàèù
5356,357,P02,R9,Commentaire Aléatoire1_îàèù
5357,357,P03,R1,Commentaire Aléatoire4_Qûàtré
5358,357,P04,R4,Commentaire Aléatoire2_Trop Û
5359,357,P05,R2,Commentaire Aléatoire4_Qûàtré
5360,357,P06,R2,Commentaire Aléatoire1_îàèù
5361,357,P07,R7,Commentaire Aléatoire4_Qûàtré
5362,357,P08,R5,Commentaire Aléatoire0_Très
5363,357,P09,R1,Commentaire Aléatoire2_Trop Û
5364,357,P10,R0,Commentaire Aléatoire2_Trop Û
5365,357,P11,R0,Commentaire Aléatoire3_Trois_Ècî
5366,357,P12,R3,Commentaire Aléatoire2_Trop Û
5367,357,P13,R1,Commentaire Aléatoire2_Trop Û
5368,357,P14,R2,Commentaire Aléatoire0_Très
5369,357,P20,R0,Commentaire Aléatoire3_Trois_Ècî
5370,358,P01,R4,Commentaire Aléatoire0_Très
5371,358,P02,R9,Commentaire Aléatoire1_îàèù
5372,358,P03,R4,Commentaire Aléatoire2_Trop Û
5373,358,P04,R5,Commentaire Aléatoire2_Trop Û
5374,358,P05,R2,Commentaire Aléatoire3_Trois_Ècî
5375,358,P06,R2,Commentaire Aléatoire4_Qûàtré
5376,358,P07,R1,Commentaire Aléatoire2_Trop Û
5377,358,P08,R5,Commentaire Aléatoire4_Qûàtré
5378,358,P09,R2,Commentaire Aléatoire1_îàèù
5379,358,P10,R2,Commentaire Aléatoire1_îàèù
5380,358,P11,R0,Commentaire Aléatoire2_Trop Û
5381,358,P12,R1,Commentaire Aléatoire2_Trop Û
5382,358,P13,R2,Commentaire Aléatoire1_îàèù
5383,358,P14,R2,Commentaire Aléatoire1_îàèù
5384,358,P20,R0,Commentaire Aléatoire1_îàèù
5385,359,P01,R3,Commentaire Aléatoire0_Très
5386,359,P02,R9,Commentaire Aléatoire1_îàèù
5387,359,P03,R4,Commentaire Aléatoire1_îàèù
5388,359,P04,R5,Commentaire Aléatoire2_Trop Û
5389,359,P05,R0,Commentaire Aléatoire0_Très
5390,359,P06,R2,Commentaire Aléatoire3_Trois_Ècî
5391,359,P07,R7,Commentaire Aléatoire3_Trois_Ècî
5392,359,P08,R5,Commentaire Aléatoire2_Trop Û
5393,359,P09,R2,Commentaire Aléatoire1_îàèù
5394,359,P10,R0,Commentaire Aléatoire3_Trois_Ècî
5395,359,P11,R2,Commentaire Aléatoire2_Trop Û
5396,359,P12,R3,Commentaire Aléatoire2_Trop Û
5397,359,P13,R0,Commentaire Aléatoire4_Qûàtré
5398,359,P14,R0,Commentaire Aléatoire2_Trop Û
5399,359,P20,R2,Commentaire Aléatoire1_îàèù
5400,360,P01,R4,Commentaire Aléatoire4_Qûàtré
5401,360,P02,R7,Commentaire Aléatoire4_Qûàtré
5402,360,P03,R4,Commentaire Aléatoire0_Très
5403,360,P04,R5,Commentaire Aléatoire1_îàèù
5404,360,P05,R2,Commentaire Aléatoire4_Qûàtré
5405,360,P06,R0,Commentaire Aléatoire1_îàèù
5406,360,P07,R7,Commentaire Aléatoire3_Trois_Ècî
5407,360,P08,R5,Commentaire Aléatoire3_Trois_Ècî
5408,360,P09,R2,Commentaire Aléatoire0_Très
5409,360,P10,R2,Commentaire Aléatoire4_Qûàtré
5410,360,P11,R2,Commentaire Aléatoire0_Très
5411,360,P12,R3,Commentaire Aléatoire3_Trois_Ècî
5412,360,P13,R2,Commentaire Aléatoire3_Trois_Ècî
5413,360,P14,R2,Commentaire Aléatoire0_Très
5414,360,P20,R0,Commentaire Aléatoire4_Qûàtré
5415,361,P01,R4,Commentaire Aléatoire2_Trop Û
5416,361,P02,R9,Commentaire Aléatoire3_Trois_Ècî
5417,361,P03,R4,Commentaire Aléatoire1_îàèù
5418,361,P04,R5,Commentaire Aléatoire1_îàèù
5419,361,P05,R2,Commentaire Aléatoire1_îàèù
5420,361,P06,R2,Commentaire Aléatoire2_Trop Û
5421,361,P07,R7,Commentaire Aléatoire0_Très
5422,361,P08,R5,Commentaire Aléatoire4_Qûàtré
5423,361,P09,R2,Commentaire Aléatoire2_Trop Û
5424,361,P10,R2,Commentaire Aléatoire4_Qûàtré
5425,361,P11,R1,Commentaire Aléatoire4_Qûàtré
5426,361,P12,R3,Commentaire Aléatoire2_Trop Û
5427,361,P13,R2,Commentaire Aléatoire0_Très
5428,361,P14,R2,Commentaire Aléatoire1_îàèù
5429,361,P20,R2,Commentaire Aléatoire4_Qûàtré
5430,362,P01,R4,Commentaire Aléatoire3_Trois_Ècî
5431,362,P02,R6,Commentaire Aléatoire3_Trois_Ècî
5432,362,P03,R4,Commentaire Aléatoire0_Très
5433,362,P04,R5,Commentaire Aléatoire2_Trop Û
5434,362,P05,R1,Commentaire Aléatoire4_Qûàtré
5435,362,P06,R2,Commentaire Aléatoire3_Trois_Ècî
5436,362,P07,R7,Commentaire Aléatoire1_îàèù
5437,362,P08,R5,Commentaire Aléatoire1_îàèù
5438,362,P09,R2,Commentaire Aléatoire1_îàèù
5439,362,P10,R2,Commentaire Aléatoire0_Très
5440,362,P11,R2,Commentaire Aléatoire2_Trop Û
5441,362,P12,R2,Commentaire Aléatoire1_îàèù
5442,362,P13,R2,Commentaire Aléatoire1_îàèù
5443,362,P14,R2,Commentaire Aléatoire1_îàèù
5444,362,P20,R2,Commentaire Aléatoire1_îàèù
5445,363,P01,R4,Commentaire Aléatoire3_Trois_Ècî
5446,363,P02,R9,Commentaire Aléatoire2_Trop Û
5447,363,P03,R4,Commentaire Aléatoire4_Qûàtré
5448,363,P04,R5,Commentaire Aléatoire4_Qûàtré
5449,363,P05,R2,Commentaire Aléatoire4_Qûàtré
5450,363,P06,R2,Commentaire Aléatoire0_Très
5451,363,P07,R7,Commentaire Aléatoire3_Trois_Ècî
5452,363,P08,R1,Commentaire Aléatoire2_Trop Û
5453,363,P09,R2,Commentaire Aléatoire0_Très
5454,363,P10,R1,Commentaire Aléatoire1_îàèù
5455,363,P11,R2,Commentaire Aléatoire0_Très
5456,363,P12,R0,Commentaire Aléatoire0_Très
5457,363,P13,R2,Commentaire Aléatoire4_Qûàtré
5458,363,P14,R2,Commentaire Aléatoire0_Très
5459,363,P20,R2,Commentaire Aléatoire3_Trois_Ècî
5460,364,P01,R4,Commentaire Aléatoire0_Très
5461,364,P02,R9,Commentaire Aléatoire0_Très
5462,364,P03,R4,Commentaire Aléatoire0_Très
5463,364,P04,R5,Commentaire Aléatoire3_Trois_Ècî
5464,364,P05,R2,Commentaire Aléatoire2_Trop Û
5465,364,P06,R2,Commentaire Aléatoire1_îàèù
5466,364,P07,R7,Commentaire Aléatoire0_Très
5467,364,P08,R5,Commentaire Aléatoire2_Trop Û
5468,364,P09,R2,Commentaire Aléatoire0_Très
5469,364,P10,R2,Commentaire Aléatoire3_Trois_Ècî
5470,364,P11,R2,Commentaire Aléatoire1_îàèù
5471,364,P12,R3,Commentaire Aléatoire0_Très
5472,364,P13,R2,Commentaire Aléatoire3_Trois_Ècî
5473,364,P14,R2,Commentaire Aléatoire4_Qûàtré
5474,364,P20,R2,Commentaire Aléatoire3_Trois_Ècî
5475,365,P01,R4,Commentaire Aléatoire0_Très
5476,365,P02,R9,Commentaire Aléatoire3_Trois_Ècî
5477,365,P03,R4,Commentaire Aléatoire0_Très
5478,365,P04,R5,Commentaire Aléatoire3_Trois_Ècî
5479,365,P05,R2,Commentaire Aléatoire4_Qûàtré
5480,365,P06,R2,Commentaire Aléatoire3_Trois_Ècî
5481,365,P07,R7,Commentaire Aléatoire1_îàèù
5482,365,P08,R5,Commentaire Aléatoire0_Très
5483,365,P09,R2,Commentaire Aléatoire3_Trois_Ècî
5484,365,P10,R0,Commentaire Aléatoire2_Trop Û
5485,365,P11,R2,Commentaire Aléatoire2_Trop Û
5486,365,P12,R3,Commentaire Aléatoire2_Trop Û
5487,365,P13,R2,Commentaire Aléatoire2_Trop Û
5488,365,P14,R2,Commentaire Aléatoire1_îàèù
5489,365,P20,R2,Commentaire Aléatoire1_îàèù
5490,366,P01,R4,Commentaire Aléatoire0_Très
5491,366,P02,R9,Commentaire Aléatoire4_Qûàtré
5492,366,P03,R0,Commentaire Aléatoire0_Très
5493,366,P04,R5,Commentaire Aléatoire2_Trop Û
5494,366,P05,R2,Commentaire Aléatoire3_Trois_Ècî
5495,366,P06,R1,Commentaire Aléatoire4_Qûàtré
5496,366,P07,R7,Commentaire Aléatoire0_Très
5497,366,P08,R5,Commentaire Aléatoire0_Très
5498,366,P09,R2,Commentaire Aléatoire4_Qûàtré
5499,366,P10,R2,Commentaire Aléatoire1_îàèù
5500,366,P11,R2,Commentaire Aléatoire0_Très
5501,366,P12,R3,Commentaire Aléatoire0_Très
5502,366,P13,R1,Commentaire Aléatoire1_îàèù
5503,366,P14,R2,Commentaire Aléatoire1_îàèù
5504,366,P20,R2,Commentaire Aléatoire3_Trois_Ècî
5505,367,P01,R4,Commentaire Aléatoire4_Qûàtré
5506,367,P02,R0,Commentaire Aléatoire0_Très
5507,367,P03,R4,Commentaire Aléatoire3_Trois_Ècî
5508,367,P04,R4,Commentaire Aléatoire4_Qûàtré
5509,367,P05,R1,Commentaire Aléatoire4_Qûàtré
5510,367,P06,R2,Commentaire Aléatoire4_Qûàtré
5511,367,P07,R7,Commentaire Aléatoire3_Trois_Ècî
5512,367,P08,R5,Commentaire Aléatoire2_Trop Û
5513,367,P09,R1,Commentaire Aléatoire1_îàèù
5514,367,P10,R2,Commentaire Aléatoire4_Qûàtré
5515,367,P11,R2,Commentaire Aléatoire0_Très
5516,367,P12,R3,Commentaire Aléatoire0_Très
5517,367,P13,R2,Commentaire Aléatoire3_Trois_Ècî
5518,367,P14,R2,Commentaire Aléatoire1_îàèù
5519,367,P20,R2,Commentaire Aléatoire3_Trois_Ècî
5520,368,P01,R4,Commentaire Aléatoire1_îàèù
5521,368,P02,R9,Commentaire Aléatoire4_Qûàtré
5522,368,P03,R4,Commentaire Aléatoire0_Très
5523,368,P04,R5,Commentaire Aléatoire3_Trois_Ècî
5524,368,P05,R0,Commentaire Aléatoire1_îàèù
5525,368,P06,R2,Commentaire Aléatoire0_Très
5526,368,P07,R7,Commentaire Aléatoire4_Qûàtré
5527,368,P08,R5,Commentaire Aléatoire3_Trois_Ècî
5528,368,P09,R2,Commentaire Aléatoire2_Trop Û
5529,368,P10,R2,Commentaire Aléatoire0_Très
5530,368,P11,R2,Commentaire Aléatoire0_Très
5531,368,P12,R3,Commentaire Aléatoire3_Trois_Ècî
5532,368,P13,R2,Commentaire Aléatoire2_Trop Û
5533,368,P14,R0,Commentaire Aléatoire1_îàèù
5534,368,P20,R2,Commentaire Aléatoire3_Trois_Ècî
5535,369,P01,R4,Commentaire Aléatoire4_Qûàtré
5536,369,P02,R2,Commentaire Aléatoire4_Qûàtré
5537,369,P03,R2,Commentaire Aléatoire4_Qûàtré
5538,369,P04,R5,Commentaire Aléatoire1_îàèù
5539,369,P05,R2,Commentaire Aléatoire4_Qûàtré
5540,369,P06,R2,Commentaire Aléatoire1_îàèù
5541,369,P07,R2,Commentaire Aléatoire0_Très
5542,369,P08,R5,Commentaire Aléatoire3_Trois_Ècî
5543,369,P09,R2,Commentaire Aléatoire1_îàèù
5544,369,P10,R2,Commentaire Aléatoire3_Trois_Ècî
5545,369,P11,R2,Commentaire Aléatoire1_îàèù
5546,369,P12,R0,Commentaire Aléatoire3_Trois_Ècî
5547,369,P13,R2,Commentaire Aléatoire3_Trois_Ècî
5548,369,P14,R0,Commentaire Aléatoire3_Trois_Ècî
5549,369,P20,R2,Commentaire Aléatoire2_Trop Û
5550,370,P01,R4,Commentaire Aléatoire0_Très
5551,370,P02,R9,Commentaire Aléatoire3_Trois_Ècî
5552,370,P03,R4,Commentaire Aléatoire4_Qûàtré
5553,370,P04,R5,Commentaire Aléatoire2_Trop Û
5554,370,P05,R2,Commentaire Aléatoire1_îàèù
5555,370,P06,R0,Commentaire Aléatoire1_îàèù
5556,370,P07,R7,Commentaire Aléatoire4_Qûàtré
5557,370,P08,R5,Commentaire Aléatoire1_îàèù
5558,370,P09,R2,Commentaire Aléatoire1_îàèù
5559,370,P10,R2,Commentaire Aléatoire2_Trop Û
5560,370,P11,R2,Commentaire Aléatoire4_Qûàtré
5561,370,P12,R3,Commentaire Aléatoire3_Trois_Ècî
5562,370,P13,R1,Commentaire Aléatoire4_Qûàtré
5563,370,P14,R2,Commentaire Aléatoire3_Trois_Ècî
5564,370,P20,R2,Commentaire Aléatoire0_Très
5565,371,P01,R4,Commentaire Aléatoire0_Très
5566,371,P02,R5,Commentaire Aléatoire0_Très
5567,371,P03,R0,Commentaire Aléatoire4_Qûàtré
5568,371,P04,R5,Commentaire Aléatoire4_Qûàtré
5569,371,P05,R1,Commentaire Aléatoire1_îàèù
5570,371,P06,R2,Commentaire Aléatoire3_Trois_Ècî
5571,371,P07,R7,Commentaire Aléatoire3_Trois_Ècî
5572,371,P08,R5,Commentaire Aléatoire3_Trois_Ècî
5573,371,P09,R2,Commentaire Aléatoire3_Trois_Ècî
5574,371,P10,R2,Commentaire Aléatoire1_îàèù
5575,371,P11,R0,Commentaire Aléatoire0_Très
5576,371,P12,R1,Commentaire Aléatoire2_Trop Û
5577,371,P13,R2,Commentaire Aléatoire2_Trop Û
5578,371,P14,R2,Commentaire Aléatoire4_Qûàtré
5579,371,P20,R2,Commentaire Aléatoire3_Trois_Ècî
5580,372,P01,R4,Commentaire Aléatoire0_Très
5581,372,P02,R7,Commentaire Aléatoire2_Trop Û
5582,372,P03,R4,Commentaire Aléatoire0_Très
5583,372,P04,R5,Commentaire Aléatoire3_Trois_Ècî
5584,372,P05,R2,Commentaire Aléatoire2_Trop Û
5585,372,P06,R2,Commentaire Aléatoire3_Trois_Ècî
5586,372,P07,R7,Commentaire Aléatoire4_Qûàtré
5587,372,P08,R5,Commentaire Aléatoire2_Trop Û
5588,372,P09,R2,Commentaire Aléatoire4_Qûàtré
5589,372,P10,R2,Commentaire Aléatoire3_Trois_Ècî
5590,372,P11,R2,Commentaire Aléatoire0_Très
5591,372,P12,R3,Commentaire Aléatoire4_Qûàtré
5592,372,P13,R2,Commentaire Aléatoire4_Qûàtré
5593,372,P14,R2,Commentaire Aléatoire0_Très
5594,372,P20,R2,Commentaire Aléatoire3_Trois_Ècî
5595,373,P01,R4,Commentaire Aléatoire0_Très
5596,373,P02,R9,Commentaire Aléatoire3_Trois_Ècî
5597,373,P03,R4,Commentaire Aléatoire2_Trop Û
5598,373,P04,R4,Commentaire Aléatoire3_Trois_Ècî
5599,373,P05,R0,Commentaire Aléatoire4_Qûàtré
5600,373,P06,R2,Commentaire Aléatoire3_Trois_Ècî
5601,373,P07,R7,Commentaire Aléatoire1_îàèù
5602,373,P08,R5,Commentaire Aléatoire3_Trois_Ècî
5603,373,P09,R2,Commentaire Aléatoire1_îàèù
5604,373,P10,R2,Commentaire Aléatoire1_îàèù
5605,373,P11,R2,Commentaire Aléatoire4_Qûàtré
5606,373,P12,R3,Commentaire Aléatoire0_Très
5607,373,P13,R2,Commentaire Aléatoire1_îàèù
5608,373,P14,R0,Commentaire Aléatoire2_Trop Û
5609,373,P20,R2,Commentaire Aléatoire0_Très
5610,374,P01,R4,Commentaire Aléatoire4_Qûàtré
5611,374,P02,R9,Commentaire Aléatoire3_Trois_Ècî
5612,374,P03,R4,Commentaire Aléatoire1_îàèù
5613,374,P04,R5,Commentaire Aléatoire0_Très
5614,374,P05,R2,Commentaire Aléatoire3_Trois_Ècî
5615,374,P06,R2,Commentaire Aléatoire1_îàèù
5616,374,P07,R7,Commentaire Aléatoire2_Trop Û
5617,374,P08,R1,Commentaire Aléatoire2_Trop Û
5618,374,P09,R2,Commentaire Aléatoire1_îàèù
5619,374,P10,R2,Commentaire Aléatoire0_Très
5620,374,P11,R2,Commentaire Aléatoire3_Trois_Ècî
5621,374,P12,R3,Commentaire Aléatoire3_Trois_Ècî
5622,374,P13,R2,Commentaire Aléatoire3_Trois_Ècî
5623,374,P14,R2,Commentaire Aléatoire3_Trois_Ècî
5624,374,P20,R2,Commentaire Aléatoire2_Trop Û
5625,375,P01,R4,Commentaire Aléatoire4_Qûàtré
5626,375,P02,R9,Commentaire Aléatoire1_îàèù
5627,375,P03,R4,Commentaire Aléatoire2_Trop Û
5628,375,P04,R1,Commentaire Aléatoire0_Très
5629,375,P05,R2,Commentaire Aléatoire1_îàèù
5630,375,P06,R2,Commentaire Aléatoire4_Qûàtré
5631,375,P07,R7,Commentaire Aléatoire3_Trois_Ècî
5632,375,P08,R5,Commentaire Aléatoire4_Qûàtré
5633,375,P09,R2,Commentaire Aléatoire1_îàèù
5634,375,P10,R2,Commentaire Aléatoire0_Très
5635,375,P11,R0,Commentaire Aléatoire1_îàèù
5636,375,P12,R3,Commentaire Aléatoire4_Qûàtré
5637,375,P13,R2,Commentaire Aléatoire0_Très
5638,375,P14,R2,Commentaire Aléatoire4_Qûàtré
5639,375,P20,R0,Commentaire Aléatoire0_Très
5640,376,P01,R4,Commentaire Aléatoire0_Très
5641,376,P02,R9,Commentaire Aléatoire4_Qûàtré
5642,376,P03,R4,Commentaire Aléatoire1_îàèù
5643,376,P04,R5,Commentaire Aléatoire2_Trop Û
5644,376,P05,R2,Commentaire Aléatoire2_Trop Û
5645,376,P06,R2,Commentaire Aléatoire1_îàèù
5646,376,P07,R7,Commentaire Aléatoire0_Très
5647,376,P08,R3,Commentaire Aléatoire1_îàèù
5648,376,P09,R1,Commentaire Aléatoire3_Trois_Ècî
5649,376,P10,R0,Commentaire Aléatoire3_Trois_Ècî
5650,376,P11,R0,Commentaire Aléatoire2_Trop Û
5651,376,P12,R3,Commentaire Aléatoire2_Trop Û
5652,376,P13,R0,Commentaire Aléatoire2_Trop Û
5653,376,P14,R2,Commentaire Aléatoire0_Très
5654,376,P20,R2,Commentaire Aléatoire4_Qûàtré
5655,377,P01,R4,Commentaire Aléatoire0_Très
5656,377,P02,R9,Commentaire Aléatoire0_Très
5657,377,P03,R4,Commentaire Aléatoire3_Trois_Ècî
5658,377,P04,R5,Commentaire Aléatoire1_îàèù
5659,377,P05,R2,Commentaire Aléatoire2_Trop Û
5660,377,P06,R1,Commentaire Aléatoire1_îàèù
5661,377,P07,R2,Commentaire Aléatoire1_îàèù
5662,377,P08,R5,Commentaire Aléatoire2_Trop Û
5663,377,P09,R1,Commentaire Aléatoire4_Qûàtré
5664,377,P10,R2,Commentaire Aléatoire3_Trois_Ècî
5665,377,P11,R1,Commentaire Aléatoire1_îàèù
5666,377,P12,R3,Commentaire Aléatoire2_Trop Û
5667,377,P13,R2,Commentaire Aléatoire3_Trois_Ècî
5668,377,P14,R2,Commentaire Aléatoire3_Trois_Ècî
5669,377,P20,R2,Commentaire Aléatoire2_Trop Û
5670,378,P01,R1,Commentaire Aléatoire1_îàèù
5671,378,P02,R6,Commentaire Aléatoire4_Qûàtré
5672,378,P03,R4,Commentaire Aléatoire2_Trop Û
5673,378,P04,R5,Commentaire Aléatoire1_îàèù
5674,378,P05,R2,Commentaire Aléatoire4_Qûàtré
5675,378,P06,R2,Commentaire Aléatoire4_Qûàtré
5676,378,P07,R2,Commentaire Aléatoire2_Trop Û
5677,378,P08,R5,Commentaire Aléatoire1_îàèù
5678,378,P09,R1,Commentaire Aléatoire0_Très
5679,378,P10,R2,Commentaire Aléatoire2_Trop Û
5680,378,P11,R2,Commentaire Aléatoire4_Qûàtré
5681,378,P12,R3,Commentaire Aléatoire1_îàèù
5682,378,P13,R2,Commentaire Aléatoire1_îàèù
5683,378,P14,R2,Commentaire Aléatoire2_Trop Û
5684,378,P20,R2,Commentaire Aléatoire4_Qûàtré
5685,379,P01,R4,Commentaire Aléatoire3_Trois_Ècî
5686,379,P02,R9,Commentaire Aléatoire3_Trois_Ècî
5687,379,P03,R4,Commentaire Aléatoire0_Très
5688,379,P04,R5,Commentaire Aléatoire1_îàèù
5689,379,P05,R0,Commentaire Aléatoire1_îàèù
5690,379,P06,R2,Commentaire Aléatoire3_Trois_Ècî
5691,379,P07,R7,Commentaire Aléatoire0_Très
5692,379,P08,R5,Commentaire Aléatoire1_îàèù
5693,379,P09,R2,Commentaire Aléatoire3_Trois_Ècî
5694,379,P10,R2,Commentaire Aléatoire0_Très
5695,379,P11,R1,Commentaire Aléatoire4_Qûàtré
5696,379,P12,R3,Commentaire Aléatoire0_Très
5697,379,P13,R2,Commentaire Aléatoire2_Trop Û
5698,379,P14,R2,Commentaire Aléatoire3_Trois_Ècî
5699,379,P20,R2,Commentaire Aléatoire1_îàèù
5700,380,P01,R4,Commentaire Aléatoire1_îàèù
5701,380,P02,R0,Commentaire Aléatoire3_Trois_Ècî
5702,380,P03,R1,Commentaire Aléatoire2_Trop Û
5703,380,P04,R3,Commentaire Aléatoire2_Trop Û
5704,380,P05,R1,Commentaire Aléatoire4_Qûàtré
5705,380,P06,R0,Commentaire Aléatoire2_Trop Û
5706,380,P07,R7,Commentaire Aléatoire2_Trop Û
5707,380,P08,R5,Commentaire Aléatoire0_Très
5708,380,P09,R2,Commentaire Aléatoire0_Très
5709,380,P10,R1,Commentaire Aléatoire2_Trop Û
5710,380,P11,R2,Commentaire Aléatoire2_Trop Û
5711,380,P12,R3,Commentaire Aléatoire0_Très
5712,380,P13,R2,Commentaire Aléatoire0_Très
5713,380,P14,R2,Commentaire Aléatoire2_Trop Û
5714,380,P20,R2,Commentaire Aléatoire2_Trop Û
5715,381,P01,R4,Commentaire Aléatoire0_Très
5716,381,P02,R9,Commentaire Aléatoire1_îàèù
5717,381,P03,R4,Commentaire Aléatoire4_Qûàtré
5718,381,P04,R3,Commentaire Aléatoire3_Trois_Ècî
5719,381,P05,R2,Commentaire Aléatoire4_Qûàtré
5720,381,P06,R2,Commentaire Aléatoire2_Trop Û
5721,381,P07,R7,Commentaire Aléatoire0_Très
5722,381,P08,R0,Commentaire Aléatoire2_Trop Û
5723,381,P09,R2,Commentaire Aléatoire0_Très
5724,381,P10,R2,Commentaire Aléatoire3_Trois_Ècî
5725,381,P11,R1,Commentaire Aléatoire0_Très
5726,381,P12,R1,Commentaire Aléatoire4_Qûàtré
5727,381,P13,R0,Commentaire Aléatoire4_Qûàtré
5728,381,P14,R2,Commentaire Aléatoire4_Qûàtré
5729,381,P20,R2,Commentaire Aléatoire0_Très
5730,382,P01,R2,Commentaire Aléatoire0_Très
5731,382,P02,R9,Commentaire Aléatoire0_Très
5732,382,P03,R4,Commentaire Aléatoire1_îàèù
5733,382,P04,R5,Commentaire Aléatoire3_Trois_Ècî
5734,382,P05,R2,Commentaire Aléatoire4_Qûàtré
5735,382,P06,R1,Commentaire Aléatoire4_Qûàtré
5736,382,P07,R7,Commentaire Aléatoire3_Trois_Ècî
5737,382,P08,R5,Commentaire Aléatoire0_Très
5738,382,P09,R2,Commentaire Aléatoire2_Trop Û
5739,382,P10,R2,Commentaire Aléatoire0_Très
5740,382,P11,R1,Commentaire Aléatoire2_Trop Û
5741,382,P12,R3,Commentaire Aléatoire1_îàèù
5742,382,P13,R2,Commentaire Aléatoire1_îàèù
5743,382,P14,R2,Commentaire Aléatoire4_Qûàtré
5744,382,P20,R2,Commentaire Aléatoire1_îàèù
5745,383,P01,R4,Commentaire Aléatoire3_Trois_Ècî
5746,383,P02,R9,Commentaire Aléatoire2_Trop Û
5747,383,P03,R4,Commentaire Aléatoire2_Trop Û
